Samples,Class,1_3-Dithiane,1_4-Diguanidinobutane,2-Amino-6-hydroxyaminopurine,2-Hydroxyethanesulfonate,2-Hydroxyfluorene,2-Methacryloyloxyethyl phenyl phosphate,2-Methyl-3-thioacetoxy-4_5-dihydrofuran,3_7_3^_4^-Tetramethylquercetin,3-Hydroxybutyricacid,3-Methylindolepyruvate,3-Vinyl-1_2-dithiacyclohex-5-ene,4-styrenesulfonic acid,5_10-Methylenetetrahydrofolate,5^-Methylthioadenosine,5-Oxoproline,8-Azaguanine,8-Ethyl-11-methyl-2-(4-methyl-5-oxotetrahydro-2-furanyl)dodecahydroazepino[3_2_1-hi]furo[3_2-e]indol-10(2H)-one,AICAR,Alanyltyrosine,Anhydrotetracycline,Balsalazide,Benzylamine,benzylbenzoate,Bergaptol,Beta-Alanine,BiochaninA,Bisphenol A,Chorismate,Clavulanate-9-aldehyde,Creatinine,CYS-GLY,CYSTATHIONINE,CYTIDINE,D-Arabinonate,DEOXYURIDINE-MONOPHOSPHATE,D-Erythrose,D-Fructose,D-Galactonate,Dibekacin,Dihydropteroate,Dihydroxyfumarate,Dinitrosopentamethylenetetramine,Dithranol,D-Ribose,D-Serine,Formononetin,Fumaric acid,Gamma-Aminobutyricacid(GABA),Gluconic acid,Glutaric acid,GLYCERALDEHYDE,GLYCEROL 3-PHOSPHATE,Guanidineacetic acid,Isoliquiritigenin,L-2-Amino-3-oxobutanoic acid,Lamivudine,L-Malic acid,L-Threonic acid,METHIONINE SULFOXIMINE,Methotrexate,Morphinone,N-ACETYLASPARAGINE,N-Acetyl-L-glutamate5-phosphate,N-acetylmuramate6-phosphate,Nicotinate D-ribonucleotide,N-Ribosylnicotinamide,OB4972000,O-Phospho-L-homoserine,Orthophosphate,Oseltamivir,oxiramide,Pederin,p-Fluoropropiophenone,Phenylsilane,Porphyrin,Pyruvic acid,(S)-4-Amino-5-oxopentanoate,SAT,Ser-Ser,Succinic acid,tebuthiuron,Thiamin,Thiolactomycin,Tilnoprofen arbamel,Uridine,Xanthohumol,Xanthone
Pat_124_NEG,group:COVID_ventilator,2126768.38,86566.69,593902.42,351194.01,1845416.9,35669.25,316126.96,239859.19,5810018.28,4174461.77,48660.84,33119211.64,12289.52,657881.13,13623887.62,76401.34,2504145.95,42930.12,17238.61,15295.91,2822640.73,10843.59,188337.22,38771591.2,1080264.03,229708.7,153881.39,98358.13,276036.56,343273.48,1196385.37,26807.47,2882030.88,1362071.71,1346202.2,15047562.35,953858.13,239619.75,156273.61,315221.66,4439866.28,55055.92,82541036.24,15242.5,610278.78,253168.55,7488433.07,206435.99,90794.88,8681254.5,600755346.2,42372.55,1006239.35,1364512.81,825002.98,227027.55,2008732.93,211855.63,7076985.94,30307.95,231150.64,363317.84,14933.19,76385.04,1984146.34,2721118.09,447976.44,22880.74,359472120.8,2496248.82,47729.47,1777107.12,1697307.18,445059.88,23797.53,1083542.21,13614.6,43118.74,12195.77,1458731.48,57527.84,13713.89,49978685.09,135915.13,32466.5,24178.65,13576862.89
Pat_124_POS,group:COVID_ventilator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_125_NEG,group:COVID_ventilator,2403627.02,10051.58,275511.4,193842.81,2172277.7,22924.5,125742.0,157317.24,36352813.72,6544310.05,43918.42,50522925.02,12089.7,825556.26,21665608.01,28132.02,1625479.98,10457.76,10143.04,16656.34,10325.49,7499.91,170324.9,40214720.92,1366320.56,99639.12,9412.1,55752.92,115755.9,198157.08,581100.3,53663004.42,2871073.51,117933.7,878952.71,8703454.6,501916.34,31655.28,983044.89,590231.79,4171147.75,41428.62,49081069.08,27654.94,243959.95,233419.22,4066931.78,106893.05,18852.54,4447306.61,640505163.3,223861.19,574147.59,1202732.15,1172127.58,121487.83,1831864.68,1120466.97,4851066.42,20185.48,185635.69,194552.21,13868.99,14165.24,5730177.73,2322726.62,669531.28,31659.44,262236298.0,2827756.08,32279.51,460869.2,1469447.79,278297.36,22227.32,554048.97,31517.11,45191.89,55386.55,871655.73,105345.83,16628.97,43626470.49,343784.16,663559.34,21785.78,9978597.16
Pat_125_POS,group:COVID_ventilator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_126_NEG,group:COVID_ventilator,2377059.62,67601.51,753052.2,508268.07,49210898.35,24347.82,110651.65,704423.75,9166980.41,2906802.23,2153055.29,40040912.87,25244.99,117754.16,11819429.08,34687.25,2708958.67,22125.66,141650.65,336667.91,282965.76,11934.59,44494.28,43206205.17,1070974.47,77520.76,36408.49,119514.16,1345060.17,353412.81,29757048.15,516290.12,365495.0,181738.98,1048445.38,12176699.38,109245.56,401263.93,38185.21,223027.47,4902999.22,114461.1,67653833.34,6347.83,280682.69,227285.87,3943007.02,86344.78,327387.12,6618747.2,546830679.7,155565.34,505312.19,89005.55,1125499.98,386040.47,2410501.36,187787.0,5551761.81,27723.49,47033.31,316795.58,49571.53,38334.49,4090008.86,400140.11,528509.22,40491.52,383136515.6,2379950.62,45522.44,532600.18,1620288.4,407320.58,60056.53,1188318.54,114457.23,51392.16,51981.87,1616922.14,74940.32,33116.57,26547525.09,180300876.1,371392.8,107212.31,935750051.7
Pat_126_POS,group:COVID_ventilator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_127_NEG,group:COVID_ventilator,2193074.2,94131.19,538370.08,214563.46,2208201.05,14553.55,1662731.61,556491.28,21440383.65,4369871.96,47864.51,52824815.94,12571.49,778858.14,16634737.51,183483.13,2593715.42,24048.63,9680.46,61291.74,10084.91,11765.47,285939.55,71632403.12,1354840.67,445442.33,66431.76,159671.0,635387.21,454636.72,2866352.87,25559.37,701782.05,44668.19,1043517.83,35847656.26,175517.68,53015.58,39181.29,277230.42,3472101.79,201184.15,166187531.4,62409.37,606993.45,273103.91,920114.92,161390.06,13015.85,18650138.69,697756104.8,387768.13,1322075.99,2185473.08,1817145.43,461299.12,2380779.54,1838601.88,11650828.66,24598.68,53052.22,425990.21,14900.51,14103.8,4455920.25,1109887.71,685486.9,42824.08,135737519.9,2680736.33,77521.85,400617.62,1307075.46,939621.32,23765.94,2819994.1,45313.6,64417.66,17948.25,854803.07,118442.15,155417.98,29523496.5,249713.96,29934.71,30902.96,22427054.99
Pat_127_POS,group:COVID_ventilator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_128_NEG,group:COVID_ventilator,2291937.33,119215.65,781198.89,246866.19,2580874.38,24670.78,225859.16,347293.65,4494393.03,3393942.1,40952.32,52244668.06,11967.57,368431.04,11226577.07,66001.57,2114283.33,81101.99,19039.37,68188.26,10195.95,12391.28,155243.73,75051069.33,404598.5,101249.93,270269.68,115191.57,533402.28,284246.46,1266064.1,25629.48,2167254.65,2441753.18,1274941.01,15707136.66,8044494.18,2701736.58,198345.96,181031.36,4814178.13,201344.46,87653763.89,74516.85,460080.05,480790.15,92031.93,229798.91,204952.0,9241230.07,700297265.4,428853.83,950367.17,1271018.2,485652.09,249182.41,2295704.03,1861455.38,7678020.68,23610.52,84122.99,133242.3,13710.55,13493.82,7001840.12,2217135.35,861145.74,18877.23,318509971.5,3046731.09,162168.36,401347.15,1138034.54,496553.19,20788.89,1176087.46,15101.87,42115.8,40750.31,1894966.58,65716.95,14144.25,32680653.03,81989.98,135391.51,21664.06,12891209.31
Pat_128_POS,group:COVID_ventilator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_129_NEG,group:COVID_ventilator,2349393.08,9896.89,1165328.38,136020.35,4328481.38,16291.81,296731.28,335307.55,36466120.17,3958497.62,38246.38,49650804.68,12656.19,716746.2,14576547.91,26302.37,2338728.61,55936.18,433270.34,11920.63,10246.96,6397.37,417458.91,54832109.32,2064427.61,118319.95,23046.77,77493.8,452615.1,267793.19,748339.13,14897506.3,7289959.29,18611.31,1234994.02,7776624.37,28033.66,11380.49,2961123.96,539179.04,4559222.29,16348.56,47071536.09,22222.57,334488.2,340165.72,16976582.44,211438.26,15327.34,4338001.89,964258071.9,786374.45,564616.02,703326.94,2129998.36,367566.39,2602207.44,4006911.39,4204792.64,22761.38,335834.34,444926.23,14070.52,13131.44,4845892.28,4917606.2,605788.16,31047.88,126818304.6,2412230.7,51066.62,373091.32,1315470.7,264707.8,32199.87,575245.1,31843.7,96258.27,88924.14,1789194.47,105844.18,25035.03,55261602.19,69262.43,5255265.27,22392.37,10123962.92
Pat_129_POS,group:COVID_ventilator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_137_NEG,group:COVID_ventilator,2377334.3,10084.98,131028.37,2420216.59,9576464.97,784841.97,400118.1,1698587.0,3803622.81,2950421.52,55068.06,52078796.58,12467.96,1022911.29,10760689.02,249723.24,5748263.12,71301.03,446312.66,258134.39,26114145.54,48414.46,792523.36,76777845.81,503196.54,229910.74,466189.22,368302.97,92311.6,645157.05,2786812.79,25376.91,1898385.23,7246918.17,814986.45,17914617.7,4075153.46,1336247.56,169032.08,175140.75,4660144.41,124983.83,97567019.03,291735.08,677210.52,1248147.31,509347.73,295440.33,610989.94,10981069.83,481701233.0,394308.54,327850.61,639852.7,1438847.23,321334.25,2461025.07,1825113.5,5778368.28,880310.68,42831.68,522173.77,181576.79,11844624.95,5050252.44,1814096.05,735752.33,28672.69,609131357.7,3175873.98,325711.86,469794.38,2407983.59,535219.53,475478.71,1584304.69,2128457.0,35986.9,30419.58,572928.42,342505.15,16427.54,14745468.49,132355.56,859395.84,743166.81,52642651.39
Pat_137_POS,group:COVID_ventilator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_138_NEG,group:COVID_ventilator,1800708.9,75043.98,127309.45,827581.24,4429947.04,15937.61,1175206.63,535647.31,9761138.25,9330658.56,33879.03,39913790.67,11488.32,402480.8,11477412.36,162534.6,2294690.38,13840.0,41564.59,100808.61,2729159.84,12921.67,515420.12,43465632.43,83463.82,293427.45,292535.18,143476.31,111766.86,388757.82,1859599.47,25450.99,1042527.71,288187.21,634290.86,19610994.93,54968.16,11588.1,36877.52,181560.08,4033443.42,194024.34,106972246.3,80454.6,602297.78,475468.2,10978435.97,117860.05,25828.66,11703365.23,497677023.0,320280.21,373695.76,2822187.2,1438147.37,237904.62,2386745.27,1540483.73,7474839.88,770752.74,84029.11,98205.55,13382.85,13645.82,2390145.39,1455812.13,472697.09,23417.03,338196719.0,2345794.04,110286.22,2751691.75,1733728.14,625007.61,20670.71,1806029.35,186139.04,63706.64,37712.87,1060889.94,81396.29,31475.37,28905338.95,171555.02,14898.24,32287.52,26785972.38
Pat_138_POS,group:COVID_ventilator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_139_NEG,group:COVID_ventilator,2181708.69,49631.23,407150.33,177677.76,17643470.54,50316.13,2894761.85,357974.26,3277002.24,2805452.78,71024.28,50291414.1,17730.17,604079.66,11291100.8,165546.89,3463444.15,103693.13,21642.39,58084.78,13600142.58,10099.09,409440.53,58087310.02,439647.69,179373.06,71932.53,128501.47,135541.64,271743.75,1468289.9,6520099.6,1239610.88,14048.2,1971016.71,22201857.79,88520.22,19191.21,773774.66,363697.15,4100921.24,78438.51,115640886.8,43460.86,619179.02,353628.5,5608596.54,287348.65,16406.82,13346853.81,663448389.7,773788.13,735300.06,1314487.52,472311.67,231352.79,2342696.33,3489190.85,8612278.77,24592.96,89327.64,380401.43,29987.54,58027.36,4400472.54,1480471.71,797907.6,5715629.67,236468633.2,1979936.88,67516.98,331601.05,1794467.4,671905.39,45812.33,1804022.79,80590.76,41708.12,12847.84,897682.28,72116.38,19984.17,27928479.2,78109.16,4178648.81,50414.95,11177569.23
Pat_139_POS,group:COVID_ventilator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_140_NEG,group:COVID_ventilator,3152216.76,508505.18,285446.15,209927.57,2215472.18,23700.88,149776.51,475703.03,11104919.76,5561379.97,36446.6,38783505.44,12634.25,489806.72,11762040.4,148937.32,1744463.09,15034.23,50006.89,25014.57,15600.86,6040.52,132055.65,45094906.45,1861198.44,310126.5,256549.26,103402.76,119333.96,264823.01,1698309.51,26453.45,1673828.48,192373.04,1874111.21,23530795.05,661540.45,96625.07,155227.93,199815.59,4805588.87,48551.43,125396456.5,30932.51,497775.52,304766.56,821678.33,160220.5,30151.56,12989335.77,606155626.5,543970.98,850053.83,1803863.73,520892.74,284646.06,1947262.8,2764871.75,8954583.17,20705.24,85953.98,394121.55,14391.41,13916.38,2787307.81,1724588.81,518981.25,24342.83,162116179.9,2414725.35,75470.67,395940.11,1366308.71,760922.45,24955.3,1919943.46,29024.66,60852.56,14112.95,763926.93,69210.2,16880.51,30329465.98,152148.92,68981.72,20667.58,19151323.87
Pat_140_POS,group:COVID_ventilator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_18_NEG,group:COVID_ventilator,2359961.23,73024.1,149811.79,180703.26,2114677.63,13905.66,98870.51,148177.39,6559101.2,4280928.03,38632.58,26916008.66,10977.23,577482.88,11260473.18,39647.03,1869369.27,17872.8,16240.83,10258.51,9393.34,8698.99,74313.8,27391288.05,1102259.66,105181.57,23973.05,73513.52,257134.86,112493.65,806953.92,24965.23,2219901.4,61172.97,1299683.76,15383305.41,1006729.53,112723.88,217955.98,409426.12,4944130.42,188987.12,76227249.44,7043.79,785230.35,162033.42,14824326.25,119004.88,16210.44,8958922.94,659650680.0,783422.82,421291.78,933811.53,4247432.54,597944.57,2422025.67,3854423.93,7810118.09,19835.22,60481.15,119797.44,13845.53,12701.03,770824.54,1735313.3,305044.66,19024.64,186154511.9,2858245.68,34695.68,4763207.54,876850.88,465593.4,20883.4,1225163.79,15358.4,70590.55,29205.91,1021597.06,13320.07,12232.84,26777365.02,64041.74,79433.96,20573.66,6608949.7
Pat_18_POS,group:COVID_ventilator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_19_NEG,group:COVID_ventilator,2300367.16,50568.75,231278.91,103103.37,1891508.34,14216.55,126498.73,168135.12,23496681.4,6799155.54,41371.97,38042621.71,11590.4,232714.68,11615098.9,29582.32,2431511.23,23426.6,44717.93,16302.17,9983.48,9577.11,73297.23,47454634.57,1800311.18,94657.01,11624.26,43434.08,24645.62,127971.19,1231423.48,24628.29,1198300.25,55176.12,1094704.9,18187099.01,885204.7,119157.25,38082.61,106834.89,4560130.54,84800.8,96461607.77,6472.92,550848.95,178327.19,6704124.06,165342.82,35975.86,9743212.77,671261685.8,496664.89,547156.61,2061336.84,418516.98,172420.27,2342080.86,2303406.55,9360458.12,28579.82,56166.79,276479.04,13339.11,13494.44,2602234.25,1122288.23,467360.29,27339.89,175714186.5,2052975.62,34393.6,951405.75,847011.68,526482.71,21923.3,1545515.81,95612.27,45110.93,169992.07,1162834.03,47408.67,13281.51,14532983.2,124756.35,24550.37,31634.08,11805378.29
Pat_19_POS,group:COVID_ventilator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_90_NEG,group:COVID_ventilator,2110526.06,122373.15,567699.55,113467.88,3582951.78,14188.42,138024.08,247719.25,15457746.18,3028964.49,54643.68,41784287.46,12724.98,349774.13,9086594.98,45534.27,2070259.41,10968.83,49162.3,37256.09,2313183.96,8638.12,96277.48,45856318.32,3007686.63,143127.67,14930.84,73823.65,523427.98,279416.1,826746.02,24306.64,654534.51,167417.74,2157025.02,13764411.44,36061.03,12323.82,35479.47,188557.95,4330248.0,165432.47,60817169.16,40774.81,889055.76,169433.27,1170890.2,145437.96,11319.55,6887144.48,640582274.5,373563.37,342278.79,977675.02,1370516.32,260528.09,2412016.63,1691602.26,6149957.29,19582.38,132405.34,412125.57,17141.65,56105.99,2738838.07,1192555.71,551157.36,26348.64,223225111.5,2432473.25,349538.64,536521.86,901111.98,379841.44,26216.6,947861.3,14288.6,38414.21,275743.06,1553814.45,96636.13,20053.83,27579096.32,65139.06,18319.04,39587.68,7946417.22
Pat_90_POS,group:COVID_ventilator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_95_NEG,group:COVID_ventilator,2260830.42,85603.4,622170.02,201278.11,2021541.5,13874.58,138232.05,169857.68,11352214.84,4521446.1,41727.96,40577945.27,11381.02,373493.91,13556105.36,62523.54,2082201.32,18511.81,275120.29,33251.53,9888.13,14127.2,121194.51,46959477.58,478725.36,63995.49,72772.86,79589.57,271414.02,350696.67,730814.01,23999.4,1744790.47,203292.38,1629434.81,11665709.92,2906211.42,537863.68,69375.86,241353.95,4326102.79,127713.05,57845606.12,22263.59,551743.08,184832.9,14521437.82,121474.96,32111.91,6020429.28,657425829.7,352200.59,636559.76,751848.61,1960121.13,510273.53,2293111.7,1884731.15,6043803.71,19560.12,111400.25,149028.34,13561.18,13231.32,2231877.21,1853427.2,458504.62,36174.19,227134632.6,1004786.52,74487.13,1063796.45,1162358.88,356841.51,176445.39,777763.11,16718.06,55729.2,75949.97,1482583.5,55309.24,12234.93,42000920.13,212860.92,65914.26,236210.3,6759477.86
Pat_95_POS,group:COVID_ventilator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_02_NEG,group:Healthy,2236660.75,59076.32,398918.62,207436.59,2493034.8,14510.69,213564.17,171177.17,15749815.86,4619650.61,51867.31,40992026.0,12032.48,336197.97,13904125.14,35491.63,1835792.95,10922.0,286617.37,35587.57,10481.25,8079.79,116968.9,46011688.99,384968.69,45038.41,71629.6,41612.33,332005.72,245540.53,636965.77,24471.35,1716629.76,189881.33,2007931.08,10858151.06,2006191.11,335355.76,36276.88,219068.8,4412153.07,98364.8,59209258.35,30268.27,514229.62,160667.67,18170203.25,123411.84,14111.05,5951270.97,666546409.7,382859.86,622556.94,661473.44,1938622.12,575411.61,1750468.39,1719349.22,5783018.91,25565.33,99835.15,140488.74,15797.99,14952.51,2795057.6,1750407.47,479784.79,24020.66,185093557.0,3057920.72,61788.1,1122694.64,1032372.78,338177.19,137824.8,781399.28,27016.89,60971.98,76263.44,1317219.1,51371.97,13762.78,39602279.69,100788.47,37782.55,251832.14,6497502.59
Pat_02_POS,group:Healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
